lat,lon,tos_degC
-45.5,125,10.45446167
-45.5,127,10.43132935
-45.5,129,10.45083008
-45.5,131,10.52150879
-45.5,133,10.58919678
-45.5,135,10.63598022
-45.5,137,10.72753296
-45.5,139,10.8204895
-45.5,141,10.98955688
-45.5,143,11.2680603
-45.5,145,11.47561035
-45.5,147,11.4145752
-45.5,149,11.26110229
-45.5,151,11.31463013
-45.5,153,11.48470459
-45.5,155,11.64544067
-45.5,157,11.72493896
-45.5,159,11.82280884
-45.5,161,11.98909912
-45.5,163,12.10219727
-45.5,165,12.35582886
-45.5,167,12.57509766
-45.5,169,NaN
-45.5,171,NaN
-45.5,173,12.16439209
-45.5,175,11.65273438
-45.5,177,11.26656494
-45.5,179,11.11504517
-45.5,181,11.19771729
-45.5,183,11.34499512
-45.5,185,11.40718994
-45.5,187,11.53151855
-45.5,189,11.77480469
-45.5,191,11.97051392
-45.5,193,12.23156128
-45.5,195,12.56566772
-45.5,197,12.77745972
-45.5,199,12.90310059
-45.5,201,13.00808105
-45.5,203,13.09209595
-45.5,205,13.10344849
-45.5,207,13.10506592
-45.5,209,13.09697876
-45.5,211,13.09795532
-45.5,213,13.22091064
-45.5,215,13.38683472
-45.5,217,13.53444824
-45.5,219,13.64067993
-45.5,221,13.66784058
-45.5,223,13.70391235
-45.5,225,13.76546631
-45.5,227,13.72606812
-45.5,229,13.56456909
-45.5,231,13.40010986
-45.5,233,13.35344849
-45.5,235,13.40593872
-45.5,237,13.45626221
-45.5,239,13.45513306
-45.5,241,13.41185913
-45.5,243,13.32113037
-45.5,245,13.15395508
-45.5,247,12.91091309
-45.5,249,12.67733154
-45.5,251,12.52507935
-45.5,253,12.46654663
-45.5,255,12.424646
-45.5,257,12.41677246
-45.5,259,12.38790283
-45.5,261,12.15993652
-45.5,263,11.90874634
-45.5,265,11.75457153
-45.5,267,11.55721436
-45.5,269,11.33947144
-45.5,271,11.2399231
-45.5,273,11.2751709
-45.5,275,11.43740234
-45.5,277,11.74224243
-45.5,279,11.83831177
-45.5,281,11.74440918
-45.5,283,11.50887451
-45.5,285,11.33947144
-45.5,287,NaN
-45.5,289,NaN
-45.5,291,NaN
-45.5,293,NaN
-45.5,295,13.36419067
-45.5,297,13.04476318
-45.5,299,11.90575562
-45.5,301,10.67669067
-45.5,303,9.452844238
-45.5,305,8.64776001
-45.5,307,8.544885254
-45.5,309,8.716760254
-45.5,311,8.637506104
-45.5,313,8.262475586
-45.5,315,7.654534912
-45.5,317,7.252160645
-45.5,319,7.090936279
-45.5,321,7.041680908
-45.5,323,7.040429688
-45.5,325,7.042749023
-45.5,327,7.031732178
-45.5,329,7.019372559
-45.5,331,7.053552246
-45.5,333,7.146844482
-45.5,335,7.354547119
-45.5,337,7.54317627
-45.5,339,7.570703125
-45.5,341,7.240106201
-45.5,343,6.759454346
-45.5,345,6.617700195
-45.5,347,6.69664917
-45.5,349,6.938439941
-45.5,351,7.327935791
-45.5,353,7.643823242
-45.5,355,7.853936768
-45.5,357,8.006646729
-45.5,359,8.096582031
-44.5,1,8.733850098
-44.5,3,8.566491699
-44.5,5,8.391412354
-44.5,7,8.465692139
-44.5,9,8.724481201
-44.5,11,8.789453125
-44.5,13,8.630059814
-44.5,15,8.414117432
-44.5,17,8.274713135
-44.5,19,8.198114014
-44.5,21,8.084161377
-44.5,23,7.95848999
-44.5,25,7.927209473
-44.5,27,7.992974854
-44.5,29,8.065423584
-44.5,31,7.995782471
-44.5,33,7.738214111
-44.5,35,7.432122803
-44.5,37,7.110467529
-44.5,39,6.801538086
-44.5,41,6.717645264
-44.5,43,6.849542236
-44.5,45,6.99175415
-44.5,47,7.045587158
-44.5,49,7.237268066
-44.5,51,7.52175293
-44.5,53,7.401452637
-44.5,55,7.06762085
-44.5,57,6.949700928
-44.5,59,7.047387695
-44.5,61,7.148095703
-44.5,63,7.195428467
-44.5,65,7.357202148
-44.5,67,7.564416504
-44.5,69,7.585626221
-44.5,71,7.608789063
-44.5,73,7.804345703
-44.5,75,7.924829102
-44.5,77,7.991235352
-44.5,79,8.078088379
-44.5,81,8.152734375
-44.5,83,8.221734619
-44.5,85,8.237878418
-44.5,87,8.260614014
-44.5,89,8.397576904
-44.5,91,8.577142334
-44.5,93,8.747979736
-44.5,95,8.889306641
-44.5,97,9.030755615
-44.5,99,9.224053955
-44.5,101,9.482751465
-44.5,103,9.774926758
-44.5,105,10.00103149
-44.5,107,10.17507324
-44.5,109,10.28334961
-44.5,111,10.30794678
-44.5,113,10.32064209
-44.5,115,10.41741333
-44.5,117,10.57180176
-44.5,119,10.67458496
-44.5,121,10.76381836
-44.5,123,10.80465088
-44.5,125,10.80474243
-44.5,127,10.79900513
-44.5,129,10.86455688
-44.5,131,10.98995361
-44.5,133,11.08617554
-44.5,135,11.12957153
-44.5,137,11.2043396
-44.5,139,11.32772217
-44.5,141,11.61150513
-44.5,143,11.93456421
-44.5,145,12.18004761
-44.5,147,12.11040649
-44.5,149,11.74083862
-44.5,151,11.71886597
-44.5,153,11.85863647
-44.5,155,11.97213135
-44.5,157,12.02199707
-44.5,159,12.03954468
-44.5,161,12.14412842
-44.5,163,12.27993164
-44.5,165,12.49517212
-44.5,167,12.55983887
-44.5,169,NaN
-44.5,171,NaN
-44.5,173,12.75298462
-44.5,175,12.34899292
-44.5,177,11.93877563
-44.5,179,11.72805176
-44.5,181,11.74492798
-44.5,183,11.86724243
-44.5,185,11.86461792
-44.5,187,11.91335449
-44.5,189,12.08678589
-44.5,191,12.22026978
-44.5,193,12.45595703
-44.5,195,12.77904663
-44.5,197,13.04525146
-44.5,199,13.22335205
-44.5,201,13.34597168
-44.5,203,13.46096191
-44.5,205,13.49468384
-44.5,207,13.51879272
-44.5,209,13.52648315
-44.5,211,13.51900635
-44.5,213,13.62026367
-44.5,215,13.80562744
-44.5,217,13.9918457
-44.5,219,14.13533936
-44.5,221,14.20180664
-44.5,223,14.21804199
-44.5,225,14.2413269
-44.5,227,14.17635498
-44.5,229,13.98537598
-44.5,231,13.8409668
-44.5,233,13.81612549
-44.5,235,13.85311279
-44.5,237,13.90535889
-44.5,239,13.93502197
-44.5,241,13.9366394
-44.5,243,13.87642822
-44.5,245,13.74025879
-44.5,247,13.53054199
-44.5,249,13.29668579
-44.5,251,13.11339722
-44.5,253,13.07213745
-44.5,255,13.09609375
-44.5,257,13.05806885
-44.5,259,12.98555908
-44.5,261,12.77108154
-44.5,263,12.51296387
-44.5,265,12.38521729
-44.5,267,12.2237793
-44.5,269,12.01143799
-44.5,271,11.86589966
-44.5,273,11.8109375
-44.5,275,11.89748535
-44.5,277,12.15526733
-44.5,279,12.2395874
-44.5,281,12.18001709
-44.5,283,12.05480347
-44.5,285,12.05422363
-44.5,287,NaN
-44.5,289,NaN
-44.5,291,NaN
-44.5,293,NaN
-44.5,295,14.49080811
-44.5,297,13.62093506
-44.5,299,12.72408447
-44.5,301,11.83306274
-44.5,303,10.67748413
-44.5,305,9.747888184
-44.5,307,9.531152344
-44.5,309,9.647607422
-44.5,311,9.466882324
-44.5,313,9.045007324
-44.5,315,8.424768066
-44.5,317,7.957299805
-44.5,319,7.737115479
-44.5,321,7.679498291
-44.5,323,7.66552124
-44.5,325,7.660333252
-44.5,327,7.653833008
-44.5,329,7.642602539
-44.5,331,7.685693359
-44.5,333,7.796655273
-44.5,335,8.018304443
-44.5,337,8.215783691
-44.5,339,8.199975586
-44.5,341,7.734643555
-44.5,343,7.169763184
-44.5,345,7.131341553
-44.5,347,7.35579834
-44.5,349,7.640161133
-44.5,351,8.012872314
-44.5,353,8.32454834
-44.5,355,8.557489014
-44.5,357,8.727075195
-44.5,359,8.805108643
-43.5,1,9.464837646
-43.5,3,9.337335205
-43.5,5,9.207696533
-43.5,7,9.286401367
-43.5,9,9.510827637
-43.5,11,9.556817627
-43.5,13,9.415429688
-43.5,15,9.226708984
-43.5,17,9.075982666
-43.5,19,8.973474121
-43.5,21,8.900598145
-43.5,23,8.849816895
-43.5,25,8.819940186
-43.5,27,8.78939209
-43.5,29,8.759057617
-43.5,31,8.642144775
-43.5,33,8.379296875
-43.5,35,8.125238037
-43.5,37,7.821343994
-43.5,39,7.455041504
-43.5,41,7.380731201
-43.5,43,7.596673584
-43.5,45,7.785638428
-43.5,47,7.796929932
-43.5,49,8.028710938
-43.5,51,8.476953125
-43.5,53,8.420068359
-43.5,55,8.035699463
-43.5,57,7.858789063
-43.5,59,7.92699585
-43.5,61,8.017755127
-43.5,63,8.048120117
-43.5,65,8.199884033
-43.5,67,8.419030762
-43.5,69,8.518518066
-43.5,71,8.587457275
-43.5,73,8.72121582
-43.5,75,8.770043945
-43.5,77,8.764886475
-43.5,79,8.789178467
-43.5,81,8.841027832
-43.5,83,8.901208496
-43.5,85,8.911737061
-43.5,87,8.921746826
-43.5,89,9.021447754
-43.5,91,9.167443848
-43.5,93,9.328881836
-43.5,95,9.49074707
-43.5,97,9.669885254
-43.5,99,9.879815674
-43.5,101,10.11553345
-43.5,103,10.35558472
-43.5,105,10.52663574
-43.5,107,10.67208252
-43.5,109,10.76897583
-43.5,111,10.7892395
-43.5,113,10.79906616
-43.5,115,10.87539063
-43.5,117,10.99715576
-43.5,119,11.09151611
-43.5,121,11.19747314
-43.5,123,11.2579895
-43.5,125,11.29122314
-43.5,127,11.30431519
-43.5,129,11.37130127
-43.5,131,11.46776733
-43.5,133,11.57885132
-43.5,135,11.63546143
-43.5,137,11.71804199
-43.5,139,11.92138062
-43.5,141,12.33892212
-43.5,143,12.69677124
-43.5,145,12.41118774
-43.5,147,NaN
-43.5,149,12.33904419
-43.5,151,12.09987793
-43.5,153,12.2880188
-43.5,155,12.45122681
-43.5,157,12.43087158
-43.5,159,12.34069214
-43.5,161,12.36913452
-43.5,163,12.52709351
-43.5,165,12.71526489
-43.5,167,12.50591431
-43.5,169,NaN
-43.5,171,NaN
-43.5,173,12.87355957
-43.5,175,12.93035278
-43.5,177,12.67974243
-43.5,179,12.5072876
-43.5,181,12.47316895
-43.5,183,12.4114624
-43.5,185,12.33248291
-43.5,187,12.34142456
-43.5,189,12.49599609
-43.5,191,12.65371094
-43.5,193,12.90047607
-43.5,195,13.20586548
-43.5,197,13.45522461
-43.5,199,13.63344727
-43.5,201,13.77929077
-43.5,203,13.92192993
-43.5,205,13.95317993
-43.5,207,13.95403442
-43.5,209,13.95250854
-43.5,211,13.93172607
-43.5,213,14.01366577
-43.5,215,14.21386108
-43.5,217,14.44197998
-43.5,219,14.63271484
-43.5,221,14.7489563
-43.5,223,14.78023682
-43.5,225,14.77999268
-43.5,227,14.68972168
-43.5,229,14.5112854
-43.5,231,14.38466797
-43.5,233,14.34810791
-43.5,235,14.36242065
-43.5,237,14.37838135
-43.5,239,14.39241943
-43.5,241,14.42244873
-43.5,243,14.40441284
-43.5,245,14.29573975
-43.5,247,14.0984436
-43.5,249,13.859552
-43.5,251,13.67162476
-43.5,253,13.61974487
-43.5,255,13.65166626
-43.5,257,13.63674316
-43.5,259,13.59276733
-43.5,261,13.39946899
-43.5,263,13.12096558
-43.5,265,12.99712524
-43.5,267,12.8585144
-43.5,269,12.65664063
-43.5,271,12.48943481
-43.5,273,12.37792358
-43.5,275,12.3895813
-43.5,277,12.57116089
-43.5,279,12.66079102
-43.5,281,12.70012817
-43.5,283,12.59264526
-43.5,285,12.26943359
-43.5,287,NaN
-43.5,289,NaN
-43.5,291,NaN
-43.5,293,NaN
-43.5,295,14.80803833
-43.5,297,14.16988525
-43.5,299,13.21978149
-43.5,301,12.36464844
-43.5,303,11.33928833
-43.5,305,10.53499756
-43.5,307,10.25060425
-43.5,309,10.33782349
-43.5,311,10.14162598
-43.5,313,9.690454102
-43.5,315,9.094934082
-43.5,317,8.642572021
-43.5,319,8.399713135
-43.5,321,8.33840332
-43.5,323,8.318688965
-43.5,325,8.319909668
-43.5,327,8.321405029
-43.5,329,8.307519531
-43.5,331,8.351708984
-43.5,333,8.457177734
-43.5,335,8.677209473
-43.5,337,8.91729126
-43.5,339,8.890100098
-43.5,341,8.281274414
-43.5,343,7.58336792
-43.5,345,7.635736084
-43.5,347,8.058251953
-43.5,349,8.425653076
-43.5,351,8.792840576
-43.5,353,9.084313965
-43.5,355,9.297784424
-43.5,357,9.456384277
-43.5,359,9.529870605
-42.5,1,10.31087646
-42.5,3,10.21367798
-42.5,5,10.11858521
-42.5,7,10.1982666
-42.5,9,10.39476929
-42.5,11,10.41759644
-42.5,13,10.27440796
-42.5,15,10.09435425
-42.5,17,9.917443848
-42.5,19,9.80526123
-42.5,21,9.742852783
-42.5,23,9.660241699
-42.5,25,9.604089355
-42.5,27,9.557489014
-42.5,29,9.488458252
-42.5,31,9.336694336
-42.5,33,9.061334229
-42.5,35,8.849328613
-42.5,37,8.556451416
-42.5,39,8.126397705
-42.5,41,8.132592773
-42.5,43,8.551721191
-42.5,45,8.863641357
-42.5,47,8.894189453
-42.5,49,9.200219727
-42.5,51,9.764001465
-42.5,53,9.695855713
-42.5,55,9.243341064
-42.5,57,9.01394043
-42.5,59,9.05211792
-42.5,61,9.135491943
-42.5,63,9.160180664
-42.5,65,9.295800781
-42.5,67,9.479943848
-42.5,69,9.586694336
-42.5,71,9.649530029
-42.5,73,9.716485596
-42.5,75,9.707574463
-42.5,77,9.64196167
-42.5,79,9.608148193
-42.5,81,9.630090332
-42.5,83,9.671502686
-42.5,85,9.681207275
-42.5,87,9.691827393
-42.5,89,9.764367676
-42.5,91,9.881860352
-42.5,93,10.02861938
-42.5,95,10.19506226
-42.5,97,10.3835083
-42.5,99,10.58086548
-42.5,101,10.7701355
-42.5,103,10.94005737
-42.5,105,11.05187378
-42.5,107,11.17418823
-42.5,109,11.26448975
-42.5,111,11.30098877
-42.5,113,11.34661255
-42.5,115,11.43935547
-42.5,117,11.55550537
-42.5,119,11.63753662
-42.5,121,11.73024902
-42.5,123,11.79186401
-42.5,125,11.84694824
-42.5,127,11.85875854
-42.5,129,11.90828857
-42.5,131,11.955896
-42.5,133,12.07924805
-42.5,135,12.13726196
-42.5,137,12.25533447
-42.5,139,12.4963623
-42.5,141,12.88244019
-42.5,143,13.2088562
-42.5,145,13.10222778
-42.5,147,NaN
-42.5,149,13.05614624
-42.5,151,13.06762085
-42.5,153,12.98259888
-42.5,155,13.04506836
-42.5,157,12.93261108
-42.5,159,12.70134888
-42.5,161,12.59853516
-42.5,163,12.731073
-42.5,165,12.90804443
-42.5,167,12.66582642
-42.5,169,12.64830933
-42.5,171,NaN
-42.5,173,NaN
-42.5,175,13.42940674
-42.5,177,13.40233765
-42.5,179,13.27657471
-42.5,181,13.21868286
-42.5,183,13.01439819
-42.5,185,12.86852417
-42.5,187,12.86623535
-42.5,189,13.03722534
-42.5,191,13.23763428
-42.5,193,13.48684082
-42.5,195,13.75484619
-42.5,197,13.96645508
-42.5,199,14.1140686
-42.5,201,14.26976929
-42.5,203,14.44228516
-42.5,205,14.48775635
-42.5,207,14.49266968
-42.5,209,14.47588501
-42.5,211,14.4248291
-42.5,213,14.45848999
-42.5,215,14.64919434
-42.5,217,14.91881714
-42.5,219,15.15615234
-42.5,221,15.32521973
-42.5,223,15.377771
-42.5,225,15.35460815
-42.5,227,15.2618042
-42.5,229,15.11416016
-42.5,231,14.99028931
-42.5,233,14.93111572
-42.5,235,14.92556152
-42.5,237,14.90801392
-42.5,239,14.89052734
-42.5,241,14.92919312
-42.5,243,14.94469604
-42.5,245,14.85473022
-42.5,247,14.65914307
-42.5,249,14.42476807
-42.5,251,14.27996216
-42.5,253,14.21593628
-42.5,255,14.19841919
-42.5,257,14.1925293
-42.5,259,14.17546997
-42.5,261,14.00518188
-42.5,263,13.73546753
-42.5,265,13.64107666
-42.5,267,13.54195557
-42.5,269,13.35143433
-42.5,271,13.16524658
-42.5,273,13.01729736
-42.5,275,12.96743164
-42.5,277,13.06707153
-42.5,279,13.18752441
-42.5,281,13.31643066
-42.5,283,13.07512817
-42.5,285,12.77358398
-42.5,287,NaN
-42.5,289,NaN
-42.5,291,NaN
-42.5,293,NaN
-42.5,295,16.21645508
-42.5,297,15.14769897
-42.5,299,13.362146
-42.5,301,12.2567688
-42.5,303,11.78914795
-42.5,305,11.22609863
-42.5,307,10.97512207
-42.5,309,11.02721558
-42.5,311,10.82189331
-42.5,313,10.40767822
-42.5,315,9.895043945
-42.5,317,9.455957031
-42.5,319,9.174890137
-42.5,321,9.092950439
-42.5,323,9.062371826
-42.5,325,9.056573486
-42.5,327,9.051324463
-42.5,329,9.030725098
-42.5,331,9.068231201
-42.5,333,9.163110352
-42.5,335,9.386560059
-42.5,337,9.688195801
-42.5,339,9.694238281
-42.5,341,9.019342041
-42.5,343,8.24239502
-42.5,345,8.396630859
-42.5,347,8.998254395
-42.5,349,9.419213867
-42.5,351,9.775811768
-42.5,353,10.02407227
-42.5,355,10.17244873
-42.5,357,10.29335938
-42.5,359,10.36367188
-41.5,1,11.2605835
-41.5,3,11.19036255
-41.5,5,11.13338623
-41.5,7,11.22216187
-41.5,9,11.38759766
-41.5,11,11.3701416
-41.5,13,11.20543823
-41.5,15,11.01400146
-41.5,17,10.8305603
-41.5,19,10.7031189
-41.5,21,10.55440674
-41.5,23,10.50014648
-41.5,25,10.62505493
-41.5,27,10.64550171
-41.5,29,10.53313599
-41.5,31,10.33306274
-41.5,33,9.999871826
-41.5,35,9.790917969
-41.5,37,9.532342529
-41.5,39,9.049462891
-41.5,41,9.156060791
-41.5,43,9.832696533
-41.5,45,10.28460083
-41.5,47,10.33950195
-41.5,49,10.6909729
-41.5,51,11.30370483
-41.5,53,11.18255005
-41.5,55,10.66341553
-41.5,57,10.3850647
-41.5,59,10.38515625
-41.5,61,10.4527832
-41.5,63,10.46486816
-41.5,65,10.57619629
-41.5,67,10.70629272
-41.5,69,10.78106079
-41.5,71,10.79934082
-41.5,73,10.79332886
-41.5,75,10.74447021
-41.5,77,10.64196167
-41.5,79,10.56936035
-41.5,81,10.56194458
-41.5,83,10.574823
-41.5,85,10.57695923
-41.5,87,10.58474121
-41.5,89,10.63408813
-41.5,91,10.72249756
-41.5,93,10.84038696
-41.5,95,10.99331055
-41.5,97,11.16655884
-41.5,99,11.32616577
-41.5,101,11.45528564
-41.5,103,11.55315552
-41.5,105,11.61068115
-41.5,107,11.7138916
-41.5,109,11.80254517
-41.5,111,11.86132202
-41.5,113,11.94841919
-41.5,115,12.04802856
-41.5,117,12.15874634
-41.5,119,12.25039063
-41.5,121,12.33706055
-41.5,123,12.39888916
-41.5,125,12.47863159
-41.5,127,12.48815308
-41.5,129,12.51464233
-41.5,131,12.51238403
-41.5,133,12.64638672
-41.5,135,12.70324097
-41.5,137,12.84441528
-41.5,139,13.05556641
-41.5,141,13.31896362
-41.5,143,13.49303589
-41.5,145,13.08764038
-41.5,147,NaN
-41.5,149,13.08190308
-41.5,151,13.67684326
-41.5,153,13.44622192
-41.5,155,13.41741333
-41.5,157,13.28920898
-41.5,159,12.99984131
-41.5,161,12.82305298
-41.5,163,12.94048462
-41.5,165,13.14919434
-41.5,167,12.98278198
-41.5,169,12.97081909
-41.5,171,13.54052124
-41.5,173,NaN
-41.5,175,14.15203247
-41.5,177,13.98955688
-41.5,179,14.0130249
-41.5,181,14.09472046
-41.5,183,13.79317627
-41.5,185,13.57766113
-41.5,187,13.55153809
-41.5,189,13.71889648
-41.5,191,13.9404541
-41.5,193,14.17400513
-41.5,195,14.39272461
-41.5,197,14.56459961
-41.5,199,14.67678223
-41.5,201,14.82839355
-41.5,203,15.02636108
-41.5,205,15.10131226
-41.5,207,15.12770996
-41.5,209,15.10500488
-41.5,211,15.03283081
-41.5,213,15.01677856
-41.5,215,15.17723999
-41.5,217,15.45726929
-41.5,219,15.71422729
-41.5,221,15.91716919
-41.5,223,15.98696289
-41.5,225,15.95217285
-41.5,227,15.87352905
-41.5,229,15.76116333
-41.5,231,15.6352478
-41.5,233,15.5541626
-41.5,235,15.5284668
-41.5,237,15.48470459
-41.5,239,15.44024048
-41.5,241,15.47164307
-41.5,243,15.50420532
-41.5,245,15.41988525
-41.5,247,15.21657715
-41.5,249,14.99535522
-41.5,251,14.90667114
-41.5,253,14.84594116
-41.5,255,14.78774414
-41.5,257,14.78273926
-41.5,259,14.77538452
-41.5,261,14.63216553
-41.5,263,14.39714966
-41.5,265,14.33492432
-41.5,267,14.27456055
-41.5,269,14.09765015
-41.5,271,13.90480957
-41.5,273,13.74199829
-41.5,275,13.64971313
-41.5,277,13.66680298
-41.5,279,13.8182312
-41.5,281,14.02651367
-41.5,283,13.6713501
-41.5,285,13.8696228
-41.5,287,14.6647583
-41.5,289,NaN
-41.5,291,NaN
-41.5,293,NaN
-41.5,295,NaN
-41.5,297,NaN
-41.5,299,14.19625244
-41.5,301,12.73909912
-41.5,303,12.42550049
-41.5,305,11.88594971
-41.5,307,11.67241821
-41.5,309,11.71709595
-41.5,311,11.51677856
-41.5,313,11.16726074
-41.5,315,10.76848755
-41.5,317,10.35698853
-41.5,319,10.04873047
-41.5,321,9.949334717
-41.5,323,9.904473877
-41.5,325,9.8862854
-41.5,327,9.87633667
-41.5,329,9.85769043
-41.5,331,9.895593262
-41.5,333,9.988885498
-41.5,335,10.20668945
-41.5,337,10.54946289
-41.5,339,10.6112915
-41.5,341,9.953393555
-41.5,343,9.201745605
-41.5,345,9.485009766
-41.5,347,10.2211853
-41.5,349,10.65334473
-41.5,351,10.955896
-41.5,353,11.11937866
-41.5,355,11.1743103
-41.5,357,11.24074707
-41.5,359,11.30217896
-40.5,1,12.2885376
-40.5,3,12.24620972
-40.5,5,12.25185547
-40.5,7,12.38152466
-40.5,9,12.50484619
-40.5,11,12.41164551
-40.5,13,12.20629272
-40.5,15,11.97026978
-40.5,17,11.86925659
-40.5,19,11.70510254
-40.5,21,11.18026123
-40.5,23,11.40371094
-40.5,25,12.29287109
-40.5,27,12.45974121
-40.5,29,12.19078979
-40.5,31,11.90184937
-40.5,33,11.40947876
-40.5,35,11.11663208
-40.5,37,10.98153076
-40.5,39,10.47942505
-40.5,41,10.63530884
-40.5,43,11.56655273
-40.5,45,12.10460815
-40.5,47,12.13488159
-40.5,49,12.42803345
-40.5,51,12.97985229
-40.5,53,12.80321655
-40.5,55,12.25792847
-40.5,57,11.93615112
-40.5,59,11.87807617
-40.5,61,11.90862427
-40.5,63,11.88179932
-40.5,65,11.9621521
-40.5,67,12.05581055
-40.5,69,12.09099731
-40.5,71,12.0336853
-40.5,73,11.95119629
-40.5,75,11.88912354
-40.5,77,11.78933105
-40.5,79,11.71776733
-40.5,81,11.68694458
-40.5,83,11.65780029
-40.5,85,11.63137207
-40.5,87,11.6118103
-40.5,89,11.63991699
-40.5,91,11.69542847
-40.5,93,11.75518188
-40.5,95,11.8741394
-40.5,97,12.01125488
-40.5,99,12.10982666
-40.5,101,12.1770874
-40.5,103,12.22112427
-40.5,105,12.24224243
-40.5,107,12.32827148
-40.5,109,12.42281494
-40.5,111,12.49511108
-40.5,113,12.58846436
-40.5,115,12.61177979
-40.5,117,12.67632446
-40.5,119,12.84401855
-40.5,121,12.9807373
-40.5,123,13.06472168
-40.5,125,13.19298706
-40.5,127,13.22451172
-40.5,129,13.2335144
-40.5,131,13.20290527
-40.5,133,13.34319458
-40.5,135,13.41149292
-40.5,137,13.52590332
-40.5,139,13.59832153
-40.5,141,13.74251709
-40.5,143,13.5491272
-40.5,145,NaN
-40.5,147,NaN
-40.5,149,12.58321533
-40.5,151,12.81133423
-40.5,153,13.11275635
-40.5,155,13.13637695
-40.5,157,13.20101318
-40.5,159,13.09078369
-40.5,161,13.04476318
-40.5,163,13.20290527
-40.5,165,13.47860107
-40.5,167,13.51311646
-40.5,169,13.52327881
-40.5,171,13.74151001
-40.5,173,14.00777588
-40.5,175,NaN
-40.5,177,14.03585205
-40.5,179,14.74343262
-40.5,181,15.26812134
-40.5,183,14.8935791
-40.5,185,14.57988892
-40.5,187,14.46901855
-40.5,189,14.54775391
-40.5,191,14.72316895
-40.5,193,14.91317139
-40.5,195,15.07973633
-40.5,197,15.2328125
-40.5,199,15.33599243
-40.5,201,15.46175537
-40.5,203,15.66826782
-40.5,205,15.79104004
-40.5,207,15.84530029
-40.5,209,15.84157715
-40.5,211,15.79152832
-40.5,213,15.7618042
-40.5,215,15.87258301
-40.5,217,16.0887085
-40.5,219,16.30635986
-40.5,221,16.4956604
-40.5,223,16.56786499
-40.5,225,16.55254517
-40.5,227,16.50335083
-40.5,229,16.41375122
-40.5,231,16.28896484
-40.5,233,16.20189819
-40.5,235,16.14821777
-40.5,237,16.09264526
-40.5,239,16.05513916
-40.5,241,16.06047974
-40.5,243,16.08239136
-40.5,245,15.98458252
-40.5,247,15.76107178
-40.5,249,15.56615601
-40.5,251,15.50216064
-40.5,253,15.48262939
-40.5,255,15.47728882
-40.5,257,15.47008667
-40.5,259,15.42894897
-40.5,261,15.32018433
-40.5,263,15.15645752
-40.5,265,15.09472046
-40.5,267,15.04744873
-40.5,269,14.88570557
-40.5,271,14.71172485
-40.5,273,14.56182251
-40.5,275,14.45861206
-40.5,277,14.39550171
-40.5,279,14.54833374
-40.5,281,14.79961548
-40.5,283,14.57796631
-40.5,285,14.30767212
-40.5,287,14.6647583
-40.5,289,NaN
-40.5,291,NaN
-40.5,293,NaN
-40.5,295,NaN
-40.5,297,NaN
-40.5,299,17.09301147
-40.5,301,15.38991699
-40.5,303,13.61446533
-40.5,305,12.48082886
-40.5,307,12.26333008
-40.5,309,12.39074097
-40.5,311,12.21785889
-40.5,313,11.91762695
-40.5,315,11.6345459
-40.5,317,11.28304443
-40.5,319,10.99328003
-40.5,321,10.90224609
-40.5,323,10.83861694
-40.5,325,10.80907593
-40.5,327,10.81697998
-40.5,329,10.82653198
-40.5,331,10.88890991
-40.5,333,11.01217041
-40.5,335,11.19555054
-40.5,337,11.49309692
-40.5,339,11.60003052
-40.5,341,11.06173096
-40.5,343,10.534021
-40.5,345,10.99016724
-40.5,347,11.7618042
-40.5,349,12.15389404
-40.5,351,12.31310425
-40.5,353,12.3250061
-40.5,355,12.28084717
-40.5,357,12.28768311
-40.5,359,12.32674561
-39.5,1,13.42543945
-39.5,3,13.40133057
-39.5,5,13.40249023
-39.5,7,13.49083862
-39.5,9,13.52364502
-39.5,11,13.33571777
-39.5,13,13.07320557
-39.5,15,12.84197388
-39.5,17,12.60317383
-39.5,19,12.41213379
-39.5,21,12.80269775
-39.5,23,14.13729248
-39.5,25,15.34084473
-39.5,27,15.12767944
-39.5,29,14.60238037
-39.5,31,14.38485107
-39.5,33,13.76741943
-39.5,35,13.29528198
-39.5,37,13.13311157
-39.5,39,12.6798645
-39.5,41,12.91057739
-39.5,43,13.88659058
-39.5,45,14.30758057
-39.5,47,14.21334229
-39.5,49,14.33815918
-39.5,51,14.69527588
-39.5,53,14.4241272
-39.5,55,13.88237915
-39.5,57,13.55751953
-39.5,59,13.45522461
-39.5,61,13.4394165
-39.5,63,13.36501465
-39.5,65,13.3835083
-39.5,67,13.40197144
-39.5,69,13.37093506
-39.5,71,13.24797974
-39.5,73,13.11150513
-39.5,75,13.03722534
-39.5,77,12.94750366
-39.5,79,12.87532959
-39.5,81,12.81768188
-39.5,83,12.75222168
-39.5,85,12.68889771
-39.5,87,12.63579712
-39.5,89,12.6423584
-39.5,91,12.65923462
-39.5,93,12.6562439
-39.5,95,12.7184082
-39.5,97,12.78856812
-39.5,99,12.81118164
-39.5,101,12.81221924
-39.5,103,12.82113037
-39.5,105,12.81151733
-39.5,107,12.88851318
-39.5,109,12.99221191
-39.5,111,12.96904907
-39.5,113,13.2050415
-39.5,115,13.4757019
-39.5,117,13.57567749
-39.5,119,13.74093018
-39.5,121,13.81530151
-39.5,123,13.82589111
-39.5,125,13.92403564
-39.5,127,13.92714844
-39.5,129,13.90419922
